City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
245,Kalakamati,BW,2022-01-30 12:19:11,-20.5929,27.3121,77.77,59,94,12.75,moderate rain
246,Sur,OM,2022-01-30 12:19:11,22.5667,59.5289,79.3,48,0,5.5,clear sky
247,Kargasok,RU,2022-01-30 12:19:11,59.0556,80.8572,9.32,92,100,9.55,overcast clouds
248,Vanderhoof,CA,2022-01-30 12:19:12,54.0166,-124.0198,23.77,96,98,1.92,overcast clouds
249,San Cristobal,VE,2022-01-30 12:19:12,7.7669,-72.225,64.58,84,94,2.08,overcast clouds
250,Linjiang,CN,2022-01-30 12:19:13,41.8069,126.9078,4.12,96,10,0.72,clear sky
251,Muros,ES,2022-01-30 12:19:13,42.7762,-9.0603,63.86,53,0,1.28,clear sky
252,Cidreira,BR,2022-01-30 12:19:14,-30.1811,-50.2056,75.18,59,63,14.5,broken clouds
253,Saldanha,ZA,2022-01-30 12:19:14,-33.0117,17.9442,72.1,62,15,12.41,few clouds
254,Saint George,US,2022-01-30 12:15:40,37.1041,-113.5841,43.36,35,0,3.44,clear sky
255,Gayeri,BF,2022-01-30 12:19:14,12.6497,0.4931,88.18,6,4,18.75,clear sky
256,Luau,AO,2022-01-30 12:19:15,-10.7073,22.2247,73.94,84,61,8.05,moderate rain
257,Arraial Do Cabo,BR,2022-01-30 12:17:26,-22.9661,-42.0278,78.76,83,75,6.91,broken clouds
258,Joshimath,IN,2022-01-30 12:19:15,30.5667,79.5667,45.14,57,1,2.04,clear sky
259,Boa Vista,BR,2022-01-30 12:19:16,2.8197,-60.6733,78.78,61,0,12.66,clear sky
